id,type,amount,touristId,zone,timestamp
6130794736655600,ENCLOSURE_ENTRY,10.00,2,Basic Enclosure,2026-05-27T13:57:05.1690486
6130794740548900,ENCLOSURE_ENTRY,75.00,3,VIP Enclosure,2026-05-27T13:57:05.184627
6130794741984600,SOUVENIR,15.00,4,CentralHub,2026-05-27T13:57:05.184627
6130794742737800,ENCLOSURE_ENTRY,30.00,4,Premium Enclosure,2026-05-27T13:57:05.184627
6130794743682000,SOUVENIR,15.00,5,CentralHub,2026-05-27T13:57:05.184627
6130794744588800,ENCLOSURE_ENTRY,10.00,5,Basic Enclosure,2026-05-27T13:57:05.184627
6130794745892600,ENCLOSURE_ENTRY,30.00,6,Premium Enclosure,2026-05-27T13:57:05.184627
6130794748511700,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:05.184627
6130794749344600,ENCLOSURE_ENTRY,10.00,7,Basic Enclosure,2026-05-27T13:57:05.184627
6130794749858600,ENCLOSURE_ENTRY,75.00,8,VIP Enclosure,2026-05-27T13:57:05.184627
6130794750333900,ENCLOSURE_ENTRY,30.00,9,Premium Enclosure,2026-05-27T13:57:05.184627
6130794751067700,ENCLOSURE_ENTRY,30.00,10,Premium Enclosure,2026-05-27T13:57:05.184627
6130794751754600,ENCLOSURE_ENTRY,10.00,11,Basic Enclosure,2026-05-27T13:57:05.184627
6130794752343700,SOUVENIR,15.00,12,CentralHub,2026-05-27T13:57:05.184627
6130794752867300,ENCLOSURE_ENTRY,75.00,12,VIP Enclosure,2026-05-27T13:57:05.184627
6130794758411400,SOUVENIR,15.00,13,CentralHub,2026-05-27T13:57:05.202262
6130794759184400,ENCLOSURE_ENTRY,75.00,13,VIP Enclosure,2026-05-27T13:57:05.202262
6130794760457800,ENCLOSURE_ENTRY,30.00,14,Premium Enclosure,2026-05-27T13:57:05.202262
6130794761201200,SOUVENIR,15.00,15,CentralHub,2026-05-27T13:57:05.202262
6130794761893400,ENCLOSURE_ENTRY,75.00,15,VIP Enclosure,2026-05-27T13:57:05.202262
16,TICKET,25.00,16,Arrival,2026-05-27T13:57:05.2180775
17,TICKET,25.00,17,Arrival,2026-05-27T13:57:05.2180775
18,TICKET,25.00,18,Arrival,2026-05-27T13:57:05.2180775
19,TICKET,25.00,19,Arrival,2026-05-27T13:57:05.2180775
20,TICKET,25.00,20,Arrival,2026-05-27T13:57:05.2180775
6130794780300600,ENCLOSURE_ENTRY,75.00,1,VIP Enclosure,2026-05-27T13:57:05.2180775
6130794781055900,ENCLOSURE_ENTRY,75.00,2,VIP Enclosure,2026-05-27T13:57:05.2180775
6130794781644400,ENCLOSURE_ENTRY,75.00,3,VIP Enclosure,2026-05-27T13:57:05.2180775
6130794782303100,ENCLOSURE_ENTRY,75.00,4,VIP Enclosure,2026-05-27T13:57:05.2180775
6130794782904600,ENCLOSURE_ENTRY,30.00,5,Premium Enclosure,2026-05-27T13:57:05.2180775
6130794783349600,ENCLOSURE_ENTRY,30.00,6,Premium Enclosure,2026-05-27T13:57:05.2180775
6130794783808200,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:05.2180775
6130794784396700,ENCLOSURE_ENTRY,75.00,7,VIP Enclosure,2026-05-27T13:57:05.2180775
6130794784898100,SOUVENIR,15.00,8,CentralHub,2026-05-27T13:57:05.2180775
6130794785339500,ENCLOSURE_ENTRY,10.00,8,Basic Enclosure,2026-05-27T13:57:05.2180775
6130794785836700,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:05.2180775
6130794786421100,ENCLOSURE_ENTRY,75.00,9,VIP Enclosure,2026-05-27T13:57:05.2180775
6130794790918200,SOUVENIR,15.00,10,CentralHub,2026-05-27T13:57:05.2373159
6130794792411800,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:05.2393161
6130794793570900,SOUVENIR,15.00,11,CentralHub,2026-05-27T13:57:05.2403143
6130794794230500,ENCLOSURE_ENTRY,30.00,11,Premium Enclosure,2026-05-27T13:57:05.2403143
6130794794793200,SOUVENIR,15.00,12,CentralHub,2026-05-27T13:57:05.2413142
6130794795318200,ENCLOSURE_ENTRY,10.00,12,Basic Enclosure,2026-05-27T13:57:05.2423156
6130794799941000,ENCLOSURE_ENTRY,10.00,13,Basic Enclosure,2026-05-27T13:57:05.2437944
6130794800525000,SOUVENIR,15.00,14,CentralHub,2026-05-27T13:57:05.2437944
6130794801134500,ENCLOSURE_ENTRY,10.00,14,Basic Enclosure,2026-05-27T13:57:05.2437944
6130794801760400,ENCLOSURE_ENTRY,30.00,15,Premium Enclosure,2026-05-27T13:57:05.2437944
6130794802442300,ENCLOSURE_ENTRY,75.00,16,VIP Enclosure,2026-05-27T13:57:05.2437944
6130794803080500,ENCLOSURE_ENTRY,30.00,17,Premium Enclosure,2026-05-27T13:57:05.2437944
6130794804391700,ENCLOSURE_ENTRY,30.00,18,Premium Enclosure,2026-05-27T13:57:05.2507801
6130794805010200,ENCLOSURE_ENTRY,10.00,19,Basic Enclosure,2026-05-27T13:57:05.2517782
6130794807472600,ENCLOSURE_ENTRY,10.00,20,Basic Enclosure,2026-05-27T13:57:05.2537903
21,TICKET,25.00,21,Arrival,2026-05-27T13:57:05.2713885
22,TICKET,25.00,22,Arrival,2026-05-27T13:57:05.2724107
23,TICKET,25.00,23,Arrival,2026-05-27T13:57:05.273387
24,TICKET,25.00,24,Arrival,2026-05-27T13:57:05.273387
25,TICKET,25.00,25,Arrival,2026-05-27T13:57:05.2743839
6130794828991900,ENCLOSURE_ENTRY,75.00,1,VIP Enclosure,2026-05-27T13:57:05.2753911
6130794829786300,SOUVENIR,15.00,2,CentralHub,2026-05-27T13:57:05.2763879
6130794834664300,ENCLOSURE_ENTRY,10.00,2,Basic Enclosure,2026-05-27T13:57:05.279708
6130794836310800,ENCLOSURE_ENTRY,10.00,3,Basic Enclosure,2026-05-27T13:57:05.279708
6130794839367200,ENCLOSURE_ENTRY,75.00,4,VIP Enclosure,2026-05-27T13:57:05.2861456
6130794840511600,ENCLOSURE_ENTRY,75.00,5,VIP Enclosure,2026-05-27T13:57:05.2871447
6130794841344400,ENCLOSURE_ENTRY,10.00,6,Basic Enclosure,2026-05-27T13:57:05.2881502
6130794842669800,SPA,20.00,7,Bathroom,2026-05-27T13:57:05.2891677
6130794843937200,ENCLOSURE_ENTRY,10.00,7,Basic Enclosure,2026-05-27T13:57:05.2901443
6130794845289800,ENCLOSURE_ENTRY,30.00,8,Premium Enclosure,2026-05-27T13:57:05.2921454
6130794845786000,ENCLOSURE_ENTRY,10.00,9,Basic Enclosure,2026-05-27T13:57:05.2921454
6130794846470500,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:05.2931436
6130794849929900,ENCLOSURE_ENTRY,75.00,11,VIP Enclosure,2026-05-27T13:57:05.295766
6130794851331700,SOUVENIR,15.00,12,CentralHub,2026-05-27T13:57:05.295766
6130794852298300,ENCLOSURE_ENTRY,10.00,12,Basic Enclosure,2026-05-27T13:57:05.295766
6130794853054600,SOUVENIR,15.00,13,CentralHub,2026-05-27T13:57:05.295766
6130794855160600,ENCLOSURE_ENTRY,30.00,13,Premium Enclosure,2026-05-27T13:57:05.3017746
6130794859568300,SOUVENIR,15.00,14,CentralHub,2026-05-27T13:57:05.3032196
6130794860539300,ENCLOSURE_ENTRY,30.00,14,Premium Enclosure,2026-05-27T13:57:05.3032196
6130794861170800,SOUVENIR,15.00,15,CentralHub,2026-05-27T13:57:05.3032196
6130794861904000,ENCLOSURE_ENTRY,30.00,15,Premium Enclosure,2026-05-27T13:57:05.3032196
6130794862529000,ENCLOSURE_ENTRY,10.00,16,Basic Enclosure,2026-05-27T13:57:05.3032196
6130794863124300,SOUVENIR,15.00,17,CentralHub,2026-05-27T13:57:05.3032196
6130794863634000,ENCLOSURE_ENTRY,75.00,17,VIP Enclosure,2026-05-27T13:57:05.3032196
6130794864652400,SOUVENIR,15.00,18,CentralHub,2026-05-27T13:57:05.3032196
6130794865469000,ENCLOSURE_ENTRY,10.00,18,Basic Enclosure,2026-05-27T13:57:05.3032196
6130794865992100,SOUVENIR,15.00,19,CentralHub,2026-05-27T13:57:05.3032196
6130794866479300,ENCLOSURE_ENTRY,75.00,19,VIP Enclosure,2026-05-27T13:57:05.3032196
6130794867056300,ENCLOSURE_ENTRY,30.00,20,Premium Enclosure,2026-05-27T13:57:05.3032196
6130794867540100,ENCLOSURE_ENTRY,10.00,21,Basic Enclosure,2026-05-27T13:57:05.3032196
6130794868042300,ENCLOSURE_ENTRY,30.00,22,Premium Enclosure,2026-05-27T13:57:05.3032196
6130794868508600,SOUVENIR,15.00,23,CentralHub,2026-05-27T13:57:05.3032196
6130794869104800,ENCLOSURE_ENTRY,10.00,23,Basic Enclosure,2026-05-27T13:57:05.3032196
6130794869684200,ENCLOSURE_ENTRY,10.00,24,Basic Enclosure,2026-05-27T13:57:05.3032196
6130794870219700,ENCLOSURE_ENTRY,30.00,25,Premium Enclosure,2026-05-27T13:57:05.3032196
26,TICKET,25.00,26,Arrival,2026-05-27T13:57:05.3268282
27,TICKET,25.00,27,Arrival,2026-05-27T13:57:05.3278286
28,TICKET,25.00,28,Arrival,2026-05-27T13:57:05.3278286
29,TICKET,25.00,29,Arrival,2026-05-27T13:57:05.328827
30,TICKET,25.00,30,Arrival,2026-05-27T13:57:05.328827
6130794883021800,ENCLOSURE_ENTRY,10.00,1,Basic Enclosure,2026-05-27T13:57:05.3298272
6130794883454600,ENCLOSURE_ENTRY,75.00,2,VIP Enclosure,2026-05-27T13:57:05.3298272
6130794883997700,ENCLOSURE_ENTRY,10.00,3,Basic Enclosure,2026-05-27T13:57:05.3308268
6130794884830900,ENCLOSURE_ENTRY,75.00,4,VIP Enclosure,2026-05-27T13:57:05.3308268
6130794885595700,ENCLOSURE_ENTRY,75.00,5,VIP Enclosure,2026-05-27T13:57:05.3318302
6130794887608600,SOUVENIR,15.00,6,CentralHub,2026-05-27T13:57:05.3338316
6130794888418100,ENCLOSURE_ENTRY,10.00,6,Basic Enclosure,2026-05-27T13:57:05.3348302
6130794889778500,ENCLOSURE_ENTRY,75.00,7,VIP Enclosure,2026-05-27T13:57:05.3358286
6130794890693400,SOUVENIR,15.00,8,CentralHub,2026-05-27T13:57:05.3368291
6130794891342800,ENCLOSURE_ENTRY,75.00,8,VIP Enclosure,2026-05-27T13:57:05.3378274
6130794891966000,ENCLOSURE_ENTRY,30.00,9,Premium Enclosure,2026-05-27T13:57:05.3388312
6130794892550900,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:05.3388312
6130794893718600,ENCLOSURE_ENTRY,30.00,11,Premium Enclosure,2026-05-27T13:57:05.3398281
6130794894369000,ENCLOSURE_ENTRY,30.00,12,Premium Enclosure,2026-05-27T13:57:05.3408247
6130794894981500,ENCLOSURE_ENTRY,30.00,13,Premium Enclosure,2026-05-27T13:57:05.3418262
6130794895623800,ENCLOSURE_ENTRY,30.00,14,Premium Enclosure,2026-05-27T13:57:05.3418262
6130794897713900,ENCLOSURE_ENTRY,30.00,15,Premium Enclosure,2026-05-27T13:57:05.3433518
6130794898830200,ENCLOSURE_ENTRY,75.00,16,VIP Enclosure,2026-05-27T13:57:05.3433518
6130794899517300,ENCLOSURE_ENTRY,75.00,17,VIP Enclosure,2026-05-27T13:57:05.3433518
6130794899967900,SOUVENIR,15.00,18,CentralHub,2026-05-27T13:57:05.3433518
6130794900398300,ENCLOSURE_ENTRY,75.00,18,VIP Enclosure,2026-05-27T13:57:05.3433518
6130794900889400,ENCLOSURE_ENTRY,30.00,19,Premium Enclosure,2026-05-27T13:57:05.3433518
6130794901337500,ENCLOSURE_ENTRY,75.00,20,VIP Enclosure,2026-05-27T13:57:05.3433518
6130794901756300,ENCLOSURE_ENTRY,10.00,21,Basic Enclosure,2026-05-27T13:57:05.3433518
6130794902163500,SOUVENIR,15.00,22,CentralHub,2026-05-27T13:57:05.3433518
6130794902576900,ENCLOSURE_ENTRY,75.00,22,VIP Enclosure,2026-05-27T13:57:05.3433518
6130794903005700,ENCLOSURE_ENTRY,10.00,23,Basic Enclosure,2026-05-27T13:57:05.3433518
6130794903393400,ENCLOSURE_ENTRY,75.00,24,VIP Enclosure,2026-05-27T13:57:05.3433518
6130794903900000,ENCLOSURE_ENTRY,30.00,25,Premium Enclosure,2026-05-27T13:57:05.3433518
6130794904778900,ENCLOSURE_ENTRY,10.00,26,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794905443900,SOUVENIR,15.00,27,CentralHub,2026-05-27T13:57:05.3512863
6130794907017600,ENCLOSURE_ENTRY,10.00,27,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794907449700,SOUVENIR,15.00,28,CentralHub,2026-05-27T13:57:05.3512863
6130794907887500,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:05.3512863
6130794908304700,SOUVENIR,15.00,29,CentralHub,2026-05-27T13:57:05.3512863
6130794908695000,ENCLOSURE_ENTRY,75.00,29,VIP Enclosure,2026-05-27T13:57:05.3512863
6130794909098500,ENCLOSURE_ENTRY,10.00,30,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794914212400,ENCLOSURE_ENTRY,10.00,1,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794914739800,ENCLOSURE_ENTRY,10.00,2,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794915115600,ENCLOSURE_ENTRY,30.00,3,Premium Enclosure,2026-05-27T13:57:05.3512863
6130794915426300,SOUVENIR,15.00,4,CentralHub,2026-05-27T13:57:05.3512863
6130794915722800,ENCLOSURE_ENTRY,30.00,4,Premium Enclosure,2026-05-27T13:57:05.3512863
6130794916019600,SOUVENIR,15.00,5,CentralHub,2026-05-27T13:57:05.3512863
6130794916306900,ENCLOSURE_ENTRY,75.00,5,VIP Enclosure,2026-05-27T13:57:05.3512863
6130794916605400,SOUVENIR,15.00,6,CentralHub,2026-05-27T13:57:05.3512863
6130794916892700,ENCLOSURE_ENTRY,75.00,6,VIP Enclosure,2026-05-27T13:57:05.3512863
6130794917182300,ENCLOSURE_ENTRY,75.00,7,VIP Enclosure,2026-05-27T13:57:05.3512863
6130794917542600,ENCLOSURE_ENTRY,30.00,8,Premium Enclosure,2026-05-27T13:57:05.3512863
6130794917953100,ENCLOSURE_ENTRY,30.00,9,Premium Enclosure,2026-05-27T13:57:05.3512863
6130794918295600,SOUVENIR,15.00,10,CentralHub,2026-05-27T13:57:05.3512863
6130794918613700,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794918964500,ENCLOSURE_ENTRY,10.00,11,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794919503800,ENCLOSURE_ENTRY,10.00,12,Basic Enclosure,2026-05-27T13:57:05.3512863
6130794919897000,ENCLOSURE_ENTRY,30.00,13,Premium Enclosure,2026-05-27T13:57:05.3512863
6130794920884300,SOUVENIR,15.00,14,CentralHub,2026-05-27T13:57:05.3669114
6130794922078900,ENCLOSURE_ENTRY,10.00,14,Basic Enclosure,2026-05-27T13:57:05.3689078
6130794922851300,ENCLOSURE_ENTRY,30.00,15,Premium Enclosure,2026-05-27T13:57:05.3689078
6130794923502000,ENCLOSURE_ENTRY,75.00,16,VIP Enclosure,2026-05-27T13:57:05.3699131
6130794924186300,ENCLOSURE_ENTRY,75.00,17,VIP Enclosure,2026-05-27T13:57:05.3709129
6130794924848000,ENCLOSURE_ENTRY,10.00,18,Basic Enclosure,2026-05-27T13:57:05.3709129
6130794925308600,SOUVENIR,15.00,19,CentralHub,2026-05-27T13:57:05.3719111
6130794926046100,ENCLOSURE_ENTRY,75.00,19,VIP Enclosure,2026-05-27T13:57:05.3729106
6130794926883100,SOUVENIR,15.00,20,CentralHub,2026-05-27T13:57:05.3739098
6130794927778500,ENCLOSURE_ENTRY,10.00,20,Basic Enclosure,2026-05-27T13:57:05.3739098
6130794928363600,SOUVENIR,15.00,21,CentralHub,2026-05-27T13:57:05.3749088
6130794928986500,ENCLOSURE_ENTRY,30.00,21,Premium Enclosure,2026-05-27T13:57:05.3759153
6130794929566300,ENCLOSURE_ENTRY,10.00,22,Basic Enclosure,2026-05-27T13:57:05.3759153
6130794930999400,ENCLOSURE_ENTRY,75.00,23,VIP Enclosure,2026-05-27T13:57:05.3776186
6130794931908700,SOUVENIR,15.00,24,CentralHub,2026-05-27T13:57:05.3776186
6130794932795900,ENCLOSURE_ENTRY,75.00,24,VIP Enclosure,2026-05-27T13:57:05.3776186
6130794933340800,ENCLOSURE_ENTRY,10.00,25,Basic Enclosure,2026-05-27T13:57:05.3776186
6130794933741300,SOUVENIR,15.00,26,CentralHub,2026-05-27T13:57:05.3776186
6130794934106600,ENCLOSURE_ENTRY,75.00,26,VIP Enclosure,2026-05-27T13:57:05.3776186
6130794934459700,ENCLOSURE_ENTRY,30.00,27,Premium Enclosure,2026-05-27T13:57:05.3776186
6130794934794100,SOUVENIR,15.00,28,CentralHub,2026-05-27T13:57:05.3776186
6130794935146200,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:05.3776186
6130794935538100,ENCLOSURE_ENTRY,75.00,29,VIP Enclosure,2026-05-27T13:57:05.3776186
6130794935986100,ENCLOSURE_ENTRY,30.00,30,Premium Enclosure,2026-05-27T13:57:05.3776186
6130794944373400,ENCLOSURE_ENTRY,75.00,1,VIP Enclosure,2026-05-27T13:57:05.3856391
6130794945036300,SPA,20.00,2,Bathroom,2026-05-27T13:57:05.3856391
6130794945574800,ENCLOSURE_ENTRY,30.00,2,Premium Enclosure,2026-05-27T13:57:05.3856391
6130794946009900,SOUVENIR,15.00,3,CentralHub,2026-05-27T13:57:05.3856391
6130794946401700,ENCLOSURE_ENTRY,30.00,3,Premium Enclosure,2026-05-27T13:57:05.3856391
6130794947368200,ENCLOSURE_ENTRY,75.00,4,VIP Enclosure,2026-05-27T13:57:05.3856391
6130794947990600,SPA,20.00,5,Bathroom,2026-05-27T13:57:05.3856391
6130794948450300,ENCLOSURE_ENTRY,10.00,5,Basic Enclosure,2026-05-27T13:57:05.3856391
6130794948924800,SOUVENIR,15.00,6,CentralHub,2026-05-27T13:57:05.3856391
6130794949491800,ENCLOSURE_ENTRY,75.00,6,VIP Enclosure,2026-05-27T13:57:05.3856391
6130794950020900,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:05.3856391
6130794950499900,ENCLOSURE_ENTRY,75.00,7,VIP Enclosure,2026-05-27T13:57:05.3856391
6130794950922200,SPA,20.00,8,Bathroom,2026-05-27T13:57:05.3856391
6130794951380300,ENCLOSURE_ENTRY,30.00,8,Premium Enclosure,2026-05-27T13:57:05.3856391
6130794951786600,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:05.3856391
6130794952118400,SPA,20.00,9,Bathroom,2026-05-27T13:57:05.3856391
6130794952436900,ENCLOSURE_ENTRY,10.00,9,Basic Enclosure,2026-05-27T13:57:05.3856391
6130794952755100,ENCLOSURE_ENTRY,30.00,10,Premium Enclosure,2026-05-27T13:57:05.3856391
6130794953069300,ENCLOSURE_ENTRY,10.00,11,Basic Enclosure,2026-05-27T13:57:05.3856391
6130794953363700,ENCLOSURE_ENTRY,30.00,12,Premium Enclosure,2026-05-27T13:57:05.3856391
6130794953942000,ENCLOSURE_ENTRY,30.00,13,Premium Enclosure,2026-05-27T13:57:05.4007179
6130794954806100,SOUVENIR,15.00,14,CentralHub,2026-05-27T13:57:05.4017237
6130794956032400,ENCLOSURE_ENTRY,10.00,14,Basic Enclosure,2026-05-27T13:57:05.4027125
6130794956700200,ENCLOSURE_ENTRY,10.00,15,Basic Enclosure,2026-05-27T13:57:05.4027125
6130794957333100,ENCLOSURE_ENTRY,30.00,16,Premium Enclosure,2026-05-27T13:57:05.4037176
6130794958322900,SOUVENIR,15.00,17,CentralHub,2026-05-27T13:57:05.4047141
6130794958929300,ENCLOSURE_ENTRY,10.00,17,Basic Enclosure,2026-05-27T13:57:05.4057146
6130794959513400,ENCLOSURE_ENTRY,75.00,18,VIP Enclosure,2026-05-27T13:57:05.4057146
6130794960021900,SOUVENIR,15.00,19,CentralHub,2026-05-27T13:57:05.4067102
6130794960593600,ENCLOSURE_ENTRY,75.00,19,VIP Enclosure,2026-05-27T13:57:05.4067102
6130794961125800,ENCLOSURE_ENTRY,30.00,20,Premium Enclosure,2026-05-27T13:57:05.4077131
6130794961649900,SOUVENIR,15.00,21,CentralHub,2026-05-27T13:57:05.4077131
6130794962134500,ENCLOSURE_ENTRY,30.00,21,Premium Enclosure,2026-05-27T13:57:05.4087105
6130794962598400,SOUVENIR,15.00,22,CentralHub,2026-05-27T13:57:05.4087105
6130794963040400,ENCLOSURE_ENTRY,10.00,22,Basic Enclosure,2026-05-27T13:57:05.4097101
6130794963479000,ENCLOSURE_ENTRY,10.00,23,Basic Enclosure,2026-05-27T13:57:05.4097101
6130794964031200,SOUVENIR,15.00,24,CentralHub,2026-05-27T13:57:05.4107127
6130794964919400,ENCLOSURE_ENTRY,75.00,24,VIP Enclosure,2026-05-27T13:57:05.4113869
6130794965652100,ENCLOSURE_ENTRY,10.00,25,Basic Enclosure,2026-05-27T13:57:05.4113869
6130794966333000,SOUVENIR,15.00,26,CentralHub,2026-05-27T13:57:05.4113869
6130794966669500,ENCLOSURE_ENTRY,10.00,26,Basic Enclosure,2026-05-27T13:57:05.4113869
6130794966963700,ENCLOSURE_ENTRY,30.00,27,Premium Enclosure,2026-05-27T13:57:05.4113869
6130794967245100,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:05.4113869
6130794967568800,SOUVENIR,15.00,29,CentralHub,2026-05-27T13:57:05.4113869
6130794967973400,ENCLOSURE_ENTRY,75.00,29,VIP Enclosure,2026-05-27T13:57:05.4113869
6130794968354100,ENCLOSURE_ENTRY,10.00,30,Basic Enclosure,2026-05-27T13:57:05.4113869
6130794976634200,ENCLOSURE_ENTRY,30.00,1,Premium Enclosure,2026-05-27T13:57:05.4190002
6130794977414000,SOUVENIR,15.00,2,CentralHub,2026-05-27T13:57:05.4190002
6130794977925000,ENCLOSURE_ENTRY,30.00,2,Premium Enclosure,2026-05-27T13:57:05.4190002
6130794978324800,ENCLOSURE_ENTRY,10.00,3,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794978629700,SOUVENIR,15.00,4,CentralHub,2026-05-27T13:57:05.4190002
6130794978962600,ENCLOSURE_ENTRY,30.00,4,Premium Enclosure,2026-05-27T13:57:05.4190002
6130794979304700,SOUVENIR,15.00,5,CentralHub,2026-05-27T13:57:05.4190002
6130794979623100,ENCLOSURE_ENTRY,10.00,5,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794980784100,ENCLOSURE_ENTRY,75.00,6,VIP Enclosure,2026-05-27T13:57:05.4190002
6130794981239500,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:05.4190002
6130794981588800,ENCLOSURE_ENTRY,30.00,7,Premium Enclosure,2026-05-27T13:57:05.4190002
6130794982032300,ENCLOSURE_ENTRY,10.00,8,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794982419300,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:05.4190002
6130794982749900,ENCLOSURE_ENTRY,10.00,9,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794983087200,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794983625000,ENCLOSURE_ENTRY,75.00,11,VIP Enclosure,2026-05-27T13:57:05.4190002
6130794984051500,ENCLOSURE_ENTRY,10.00,12,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794984481000,SOUVENIR,15.00,13,CentralHub,2026-05-27T13:57:05.4190002
6130794984844800,ENCLOSURE_ENTRY,75.00,13,VIP Enclosure,2026-05-27T13:57:05.4190002
6130794985179600,ENCLOSURE_ENTRY,10.00,14,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794985512800,ENCLOSURE_ENTRY,30.00,15,Premium Enclosure,2026-05-27T13:57:05.4190002
6130794985867100,ENCLOSURE_ENTRY,10.00,16,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794986257200,SOUVENIR,15.00,17,CentralHub,2026-05-27T13:57:05.4190002
6130794986588100,ENCLOSURE_ENTRY,10.00,17,Basic Enclosure,2026-05-27T13:57:05.4190002
6130794987052900,ENCLOSURE_ENTRY,30.00,18,Premium Enclosure,2026-05-27T13:57:05.4340571
